Player,Runs,Mins,BF,4s,6s,SR,Inns,Opposition,Ground,StartDate,Result
RGSharma,264,225,173,33,9,152.6,1,vSriLanka,Kolkata,11/13/2014,yes
RGSharma,209,222,158,12,16,132.27,1,vAustralia,Bengaluru,11/2/2013,yes
RGSharma,171,205,163,13,7,104.9,1,vAustralia,Perth,1/12/2016,yes
VKohli,154,202,134,16,1,114.92,2,vNewZealand,Mohali,10/23/2016,yes
RGSharma,150,215,133,13,6,112.78,2,vSouthAfrica,Kanpur,10/11/2015,yes
YuvrajSingh,150,183,127,21,3,118.11,1,vEngland,Cuttack,1/19/2017,yes
RGSharma,141,195,123,17,4,114.63,2,vAustralia,Jaipur,10/16/2013,yes
MSDhoni,139,169,121,12,5,114.87,1,vAustralia,Mohali,10/19/2013,yes
VKohli,139,192,126,12,3,110.31,2,vSriLanka,Ranchi,11/16/2014,yes
RGSharma,138,228,139,9,4,99.28,1,vAustralia,Melbourne,1/18/2015,yes
VKohli,138,202,140,6,5,98.57,1,vSouthAfrica,Chennai,10/22/2015,yes
SDhawan,137,199,146,16,2,93.83,1,vSouthAfrica,Melbourne,2/22/2015,yes
RGSharma,137,223,126,14,3,108.73,1,vBangladesh,Melbourne,3/19/2015,yes
VKohli,136,157,122,16,2,111.47,2,vBangladesh,Fatullah,2/26/2014,yes
MSDhoni,134,203,122,10,6,109.83,1,vEngland,Cuttack,1/19/2017,yes
SDhawan,132,0,90,20,3,146.66,2,vSriLanka,Dambulla,8/20/2017,yes
VKohli,131,0,96,17,2,136.45,1,vSriLanka,Colombo(RPS),8/31/2017,yes
VKohli,127,164,114,13,3,111.4,1,vWestIndies,Dharamsala,10/17/2014,yes
SDhawan,126,154,113,14,2,111.5,2,vAustralia,Canberra,1/20/2016,yes
SDhawan,125,198,128,15,1,97.65,1,vSriLanka,TheOval,6/8/2017,yes
ATRayudu,124,199,133,12,1,93.23,1,vZimbabwe,Harare,7/10/2015,yes
RGSharma,124,0,145,16,2,85.51,2,vSriLanka,Pallekele,8/27/2017,yes
RGSharma,124,175,127,11,3,97.63,1,vAustralia,Brisbane,1/15/2016,yes
RGSharma,123,165,129,15,1,95.34,2,vBangladesh,Birmingham,6/15/2017,yes
VKohli,123,179,111,11,2,110.81,2,vNewZealand,Napier,1/19/2014,yes
VKohli,122,147,105,8,5,116.19,2,vEngland,Pune,1/15/2017,yes
ATRayudu,121,0,118,10,4,102.54,2,vSriLanka,Ahmedabad,11/6/2014,yes
KMJadhav,120,125,76,12,4,157.89,2,vEngland,Pune,1/15/2017,yes
SDhawan,119,164,95,20,0,125.26,2,vWestIndies,Kanpur,11/27/2013,yes
VKohli,117,174,117,7,2,100,1,vAustralia,Melbourne,1/17/2016,yes
SDhawan,116,209,127,11,2,91.33,1,vZimbabwe,Harare,7/26/2013,yes
VKohli,115,104,66,18,1,174.24,2,vAustralia,Nagpur,10/30/2013,yes
VKohli,115,133,108,13,1,106.48,2,vZimbabwe,Harare,7/24/2013,yes
SDhawan,114,159,94,12,1,121.27,1,vSouthAfrica,Cardiff,6/6/2013,yes
MSDhoni,113,177,125,7,3,90.4,1,vPakistan,Chennai,12/30/2012,yes
SDhawan,113,159,107,14,3,105.6,1,vSriLanka,Cuttack,11/2/2014,yes
VKohli,111,0,115,12,2,96.52,2,vWestIndies,Kingston,7/6/2017,yes
AMRahane,111,170,108,13,2,102.77,1,vSriLanka,Cuttack,11/2/2014,yes
SKRaina,110,141,104,9,4,105.76,2,vZimbabwe,Auckland,3/14/2015,yes
VKohli,110,0,116,9,0,94.82,2,vSriLanka,Colombo(RPS),9/3/2017,yes
VKohli,107,168,126,8,0,84.92,1,vPakistan,Adelaide,2/15/2015,yes
AMRahane,106,121,100,10,4,106,2,vEngland,Birmingham,9/2/2014,yes
VKohli,106,131,92,11,1,115.21,2,vAustralia,Canberra,1/20/2016,yes
KMJadhav,105,110,87,12,1,120.68,1,vZimbabwe,Harare,7/14/2015,yes
MKPandey,104,129,81,8,1,128.39,2,vAustralia,Sydney,1/23/2016,yes
RGSharma,104,0,88,11,3,118.18,1,vSriLanka,Colombo(RPS),8/31/2017,yes
AMRahane,103,0,104,10,2,99.03,1,vWestIndies,PortofSpain,6/25/2017,yes
SDhawan,102,183,107,10,1,95.32,2,vWestIndies,TheOval,6/11/2013,yes
VKohli,102,120,83,13,2,122.89,1,vWestIndies,PortofSpain,7/5/2013,yes
VKohli,100,82,52,8,7,192.3,2,vAustralia,Jaipur,10/16/2013,yes
KLRahul,100,176,115,7,1,86.95,2,vZimbabwe,Harare,11/6/2016,yes
SDhawan,100,152,102,11,0,98.03,2,vAustralia,Nagpur,30/10/13,yes
SKRaina,100,106,75,12,3,133.33,1,vEngland,Cardiff,27/08/14,yes
SDhawan,100,119,85,11,5,117.64,2,vIreland,Hamilton,10/3/2015,yes
VKohli,99,159,100,9,0,99,1,vWestIndies,Visakhapatnam,24/11/13,yes
RGSharma,99,142,108,9,1,91.66,2,vAustralia,Sydney,23/01/16,yes
SDhawan,97,132,81,11,4,119.75,2,vEngland,Birmingham,2/9/2014,yes
VKohli,96,96,78,13,0,123.07,2,vBangladesh,Birmingham,15/06/17,yes
SDhawan,95,112,86,14,0,110.46,2,vAustralia,Jaipur,16/10/13,yes
SDhawan,94,161,114,7,1,82.45,1,vSriLanka,Fatullah,28/02/14,yes
MSDhoni,92,144,86,7,4,106.97,1,vSouthAfrica,Indore,14/10/15,yes
SDhawan,91,0,79,8,1,115.18,2,vSriLanka,Hyderabad(Deccan),9/11/2014,yes
VKohli,91,148,97,9,1,93.81,1,vAustralia,Perth,12/1/2016,yes
RGSharma,91,146,119,7,2,76.47,1,vPakistan,Birmingham,4/6/2017,no
KMJadhav,90,118,75,12,1,120,2,vEngland,Kolkata,22/01/17,yes
SKRaina,89,121,79,9,1,112.65,2,vEngland,Mohali,23/01/13,yes
AMRahane,89,107,80,6,1,111.25,1,vAustralia,Brisbane,15/01/16,yes
RAJadeja,87,87,68,9,2,127.94,2,vEngland,Leeds,5/9/2014,yes
AMRahane,87,87,58,9,3,150,2,vSouthAfrica,Mumbai,25/10/15,yes
SDhawan,87,0,92,8,2,94.56,1,vWestIndies,PortofSpain,23/06/17,yes
VKohli,87,0,66,4,4,131.81,1,vWestIndies,PortofSpain,25/06/17,yes
VKohli,86,120,84,9,2,102.38,2,vWestIndies,Kochi,21/11/13,yes
MSDhoni,85,113,76,8,2,111.84,2,vZimbabwe,Auckland,14/03/15,yes
VKohli,85,109,81,9,1,104.93,2,vNewZealand,Dharamsala,16/10/16,yes
RGSharma,83,135,93,11,1,89.24,2,vEngland,Mohali,23/01/13,yes
SKRaina,83,149,98,8,2,84.69,1,vEngland,Dharamsala,27/01/13,yes
HHPandya,83,0,66,5,5,125.75,1,vAustralia,Chennai,17/09/17,yes
VKohli,82,0,70,10,1,117.14,2,vSriLanka,Dambulla,20/08/17,yes
VKohli,82,129,78,7,3,105.12,2,vNewZealand,Wellington,31/01/14,yes
VKohli,81,108,68,6,3,119.11,1,vPakistan,Birmingham,4/6/2017,yes
MSDhoni,80,122,91,6,3,87.91,2,vNewZealand,Mohali,23/10/16,yes
MSDhoni,79,111,73,6,3,108.21,1,vNewZealand,Hamilton,28/01/14,yes
RGSharma,79,119,89,7,3,88.76,2,vAustralia,Nagpur,30/10/13,yes
RGSharma,79,131,94,6,4,84.04,1,vNewZealand,Hamilton,28/01/14,yes
SDhawan,79,0,80,7,1,98.75,2,vSriLanka,Ahmedabad,6/11/2014,yes
AMRahane,79,90,60,7,3,131.66,1,vSouthAfrica,Melbourne,22/02/15,yes
MSDhoni,79,0,88,4,2,89.77,1,vAustralia,Chennai,17/09/17,yes
MSDhoni,78,0,79,4,2,98.73,1,vWestIndies,NorthSound,30/06/17,yes
VKohli,78,88,65,7,2,120,2,vNewZealand,Hamilton,22/01/14,yes
SDhawan,78,69,56,7,3,139.28,2,vAustralia,Sydney,23/01/16,yes
RGSharma,78,107,79,6,3,98.73,1,vSriLanka,TheOval,8/6/2017,yes
SDhawan,78,130,83,12,1,93.97,2,vSouthAfrica,TheOval,11/6/2017,yes
VKohli,77,110,79,9,2,97.46,2,vEngland,Ranchi,19/01/13,yes
STRBinny,77,92,76,6,2,101.31,1,vZimbabwe,Harare,10/7/2015,yes
VKohli,77,155,99,5,0,77.77,2,vSouthAfrica,Rajkot,18/10/15,no
VKohli,76,136,101,7,1,75.24,2,vSouthAfrica,TheOval,11/6/2017,no
HHPandya,76,46,43,4,6,176.74,2,vPakistan,TheOval,18/06/17,yes
SDhawan,75,118,73,10,0,102.73,1,vBangladesh,Dhaka,24/06/15,yes
SKRaina,74,78,56,5,3,132.14,1,vPakistan,Adelaide,15/02/15,yes
AMRahane,73,158,83,7,1,87.95,2,vBangladesh,Fatullah,26/02/14,yes
AMRahane,73,152,101,3,1,72.27,1,vEngland,Perth,30/01/15,no
SDhawan,73,136,76,7,1,96.05,1,vPakistan,Adelaide,15/02/15,yes
MSDhoni,72,117,66,7,2,109.09,1,vEngland,Kochi,15/01/13,yes
RGSharma,72,105,81,8,1,88.88,2,vWestIndies,Kochi,21/11/13,yes
MVijay,72,135,95,1,2,75.78,1,vZimbabwe,Harare,12/7/2015,no
AMRahane,72,0,112,4,1,64.28,1,vWestIndies,NorthSound,30/06/17,no
SKRaina,71,81,58,3,5,122.41,1,vWestIndies,Dharamsala,17/10/14,yes
MKPandey,71,104,86,4,1,82.55,1,vZimbabwe,Harare,14/07/15,yes
RGSharma,70,107,65,5,3,107.69,1,vNewZealand,Visakhapatnam,29/10/16,yes
SDhawan,69,102,77,8,2,89.61,1,vWestIndies,PortofSpain,5/7/2013,yes
KDKarthik,69,105,74,6,0,93.24,1,vZimbabwe,Harare,26/07/13,yes
MSDhoni,69,112,77,6,1,89.61,1,vBangladesh,Dhaka,24/06/15,yes
VKohli,68,128,88,5,1,77.27,2,vZimbabwe,Harare,28/07/13,no
SDhawan,68,140,92,6,1,73.91,2,vSriLanka,Cardiff,20/06/13,no
VKohli,68,121,73,9,0,93.15,1,vAustralia,Mohali,19/10/13,yes
SDhawan,68,146,92,9,0,73.91,2,vWestIndies,Kochi,8/10/2014,no
AMRahane,68,102,79,7,0,86.07,1,vWestIndies,Dharamsala,17/10/14,yes
SDhawan,68,108,91,9,0,74.72,1,vAustralia,Melbourne,17/01/16,no
SDhawan,68,95,65,6,1,104.61,1,vPakistan,Birmingham,4/6/2017,yes
MSDhoni,67,0,86,4,1,77.9,2,vSriLanka,Pallekele,27/08/17,no
RAJadeja,66,77,45,5,4,146.66,2,vNewZealand,Auckland,25/01/14,yes
VKohli,66,109,64,6,0,103.12,1,vSriLanka,Kolkata,13/11/14,yes
SKRaina,65,84,71,6,0,91.54,2,vZimbabwe,Bulawayo,1/8/2013,yes
RGSharma,65,96,81,8,1,80.24,1,vSouthAfrica,Cardiff,6/6/2013,yes
MSDhoni,65,125,71,8,1,91.54,2,vSouthAfrica,Johannesburg,5/12/2013,yes
RAshwin,65,78,46,8,1,141.3,2,vNewZealand,Auckland,25/01/14,yes
SKRaina,65,81,57,7,1,114.03,1,vBangladesh,Melbourne,19/03/15,yes
MSDhoni,65,94,65,3,2,100,2,vAustralia,Sydney,26/03/15,yes
RGSharma,65,95,74,7,2,87.83,2,vSouthAfrica,Rajkot,18/10/15,yes
VKohli,65,152,76,2,1,85.52,1,vNewZealand,Visakhapatnam,29/10/16,yes
RGSharma,64,123,90,5,1,71.11,2,vZimbabwe,Bulawayo,1/8/2013,no
ATRayudu,64,101,78,6,0,82.05,2,vEngland,Nottingham,30/08/14,yes
AMRahane,64,93,70,5,2,91.42,2,vBangladesh,Dhaka,15/06/14,yes
RGSharma,64,99,66,3,3,96.96,2,vIreland,Hamilton,10/3/2015,yes
ATRayudu,63,117,84,4,0,75,2,vZimbabwe,Harare,24/07/13,no
KLRahul,63,99,70,4,2,90,2,vZimbabwe,Harare,15/06/16,yes
RGSharma,63,100,68,4,1,92.64,2,vBangladesh,Dhaka,18/06/15,yes
AMRahane,63,101,83,7,0,75.9,1,vZimbabwe,Harare,12/7/2015,no
MSDhoni,63,78,52,7,2,121.15,1,vSriLanka,TheOval,8/6/2017,yes
SDhawan,63,0,59,10,0,106.77,1,vWestIndies,PortofSpain,25/06/17,yes
KMJadhav,63,0,73,7,0,86.3,2,vSriLanka,Colombo(RPS),3/9/2017,yes
RAJadeja,62,78,54,8,2,114.81,1,vNewZealand,Hamilton,28/01/14,yes
ATRayudu,62,156,120,5,0,51.66,2,vZimbabwe,Harare,11/6/2016,no
MSDhoni,62,73,38,7,2,163.15,1,vAustralia,Bengaluru,2/11/2013,yes
VKohli,62,124,78,5,0,79.48,1,vWestIndies,Delhi,11/10/2014,no
SKRaina,62,83,60,5,2,103.33,1,vWestIndies,Delhi,11/10/2014,yes
AMRahane,62,0,78,8,0,79.48,1,vWestIndies,PortofSpain,23/06/17,no
RAJadeja,61,60,37,8,2,164.86,1,vEngland,Kochi,15/01/13,yes
YuvrajSingh,61,63,54,8,1,112.96,2,vEngland,Rajkot,11/1/2013,yes
VKohli,61,121,85,6,0,71.76,2,vAustralia,Pune,13/10/13,no
RGSharma,60,129,89,4,1,67.41,1,vWestIndies,Kingston,30/06/13,no
SDhawan,60,82,57,9,0,105.26,1,vAustralia,Bengaluru,2/11/2013,yes
SDhawan,60,98,78,4,1,76.92,2,vAfghanistan,Dhaka,5/3/2014,no
AMRahane,60,117,82,5,0,73.17,2,vSouthAfrica,Kanpur,11/10/2015,no
SDhawan,60,100,59,8,0,101.69,2,vSouthAfrica,Mumbai,25/10/15,yes
AMRahane,60,0,91,7,0,65.93,2,vWestIndies,NorthSound,2/7/2017,no
ATRayudu,59,98,69,8,1,85.5,2,vSriLanka,Ranchi,16/11/14,yes
VKohli,59,84,67,4,0,88.05,1,vAustralia,Brisbane,15/01/16,yes
VKohli,58,80,64,4,1,90.62,2,vSriLanka,Cardiff,20/06/13,yes
RGSharma,58,146,89,5,1,65.16,2,vSriLanka,PortofSpain,11/7/2013,no
ATRayudu,58,117,62,4,1,93.54,1,vPakistan,Dhaka,2/3/2014,yes
RGSharma,57,77,55,10,1,103.63,2,vU.A.E.,Perth,28/02/15,yes
AMRahane,57,108,70,5,1,81.42,2,vNewZealand,Ranchi,26/10/16,yes
MSDhoni,56,81,44,7,1,127.27,2,vNewZealand,Hamilton,22/01/14,yes
RGSharma,56,86,58,7,2,96.55,1,vPakistan,Dhaka,2/3/2014,yes
AMRahane,56,90,66,5,0,84.84,2,vAfghanistan,Dhaka,5/3/2014,yes
HHPandya,56,67,43,4,2,130.23,2,vEngland,Kolkata,22/01/17,yes
FYFazal,55,99,61,7,1,90.16,2,vZimbabwe,Harare,15/06/16,yes
SKRaina,55,96,78,2,2,70.51,1,vEngland,Kochi,15/01/13,no
YuvrajSingh,55,91,74,7,0,74.32,2,vWestIndies,Kanpur,27/11/13,no
VKohli,55,81,63,8,0,87.3,2,vEngland,Kolkata,22/01/17,yes
MSDhoni,54,121,89,4,1,60.67,2,vPakistan,Kolkata,3/1/2013,no
MSDhoni,54,0,114,1,0,47.36,2,vWestIndies,NorthSound,2/7/2017,no
RGSharma,54,0,45,5,3,120,2,vSriLanka,Pallekele,24/08/17,yes
BKumar,53,0,80,4,1,66.25,2,vSriLanka,Pallekele,24/08/17,no
ATRayudu,53,89,65,3,2,81.53,2,vEngland,Leeds,5/9/2014,yes
VKohli,53,0,61,4,1,86.88,2,vSriLanka,Hyderabad(Deccan),9/11/2014,yes
SDhawan,53,88,60,7,0,88.33,1,vBangladesh,Dhaka,21/06/15,yes
SKRaina,53,87,52,3,1,101.92,1,vSouthAfrica,Chennai,22/10/15,yes
YuvrajSingh,53,49,32,8,1,165.62,1,vPakistan,Birmingham,4/6/2017,yes
RAJadeja,52,62,49,4,2,106.12,1,vPakistan,Dhaka,2/3/2014,yes
GGambhir,52,74,52,7,0,100,2,vEngland,Rajkot,11/1/2013,yes
RGSharma,52,78,56,7,0,92.85,2,vWestIndies,TheOval,11/6/2013,yes
RGSharma,52,126,87,4,1,59.77,1,vEngland,Cardiff,27/08/14,no
MSDhoni,52,94,51,6,0,101.96,1,vEngland,Cardiff,27/08/14,yes
SKRaina,52,36,34,4,3,152.94,1,vSriLanka,Cuttack,2/11/2014,yes
KDKarthik,51,84,54,8,0,94.44,2,vWestIndies,TheOval,11/6/2013,yes
MSDhoni,51,61,40,3,4,127.5,1,vWestIndies,Visakhapatnam,24/11/13,yes
MSDhoni,51,66,40,5,1,127.5,1,vWestIndies,Delhi,11/10/2014,yes
SKRaina,51,105,63,6,0,80.95,1,vAustralia,Melbourne,18/01/15,yes
AMRahane,51,94,63,6,0,80.95,1,vSouthAfrica,Indore,14/10/15,yes
KDKarthik,50,0,52,5,0,96.15,2,vWestIndies,Kingston,6/7/2017,no
MKPandey,50,0,42,4,0,119.04,1,vSriLanka,Colombo(RPS),31/08/17,no
SKRaina,50,75,49,7,0,102.04,2,vEngland,Rajkot,11/1/2013,no
AMRahane,50,106,66,4,1,75.75,2,vZimbabwe,Bulawayo,3/8/2013,no
MSDhoni,50,79,60,2,3,83.33,2,vNewZealand,Auckland,25/01/14,no
RVUthappa,50,67,44,3,3,113.63,2,vBangladesh,Dhaka,15/06/14,no
AMRahane,50,72,55,4,1,90.9,1,vAustralia,Melbourne,17/01/16,no
RAJadeja,49,76,62,4,1,79.03,2,vSriLanka,Kingston,2/7/2013,no
MSDhoni,49,0,42,5,1,116.66,1,vSriLanka,Colombo(RPS),31/08/17,no
VKohli,49,0,44,2,2,111.36,2,vSriLanka,Ahmedabad,6/11/2014,no
SDhawan,49,0,50,6,1,98,2,vSriLanka,Pallekele,24/08/17,no
RGSharma,48,126,83,2,1,57.83,1,vSriLanka,PortofSpain,9/7/2013,no
RAJadeja,48,85,77,4,2,62.33,2,vZimbabwe,Bulawayo,3/8/2013,no
SDhawan,48,70,41,5,0,117.07,2,vPakistan,Birmingham,15/06/13,no
VKohli,48,66,51,4,1,94.11,1,vSriLanka,Fatullah,28/02/14,no
RAJadeja,47,37,29,7,1,162.06,1,vSouthAfrica,Cardiff,6/6/2013,no
AMRahane,47,65,57,6,0,82.45,2,vEngland,Rajkot,11/1/2013,no
MSDhoni,47,79,72,3,0,65.27,2,vNewZealand,Wellington,31/01/14,no
MSDhoni,47,112,75,3,0,62.66,1,vBangladesh,Dhaka,21/06/15,no
MSDhoni,47,85,61,5,0,77.04,2,vSouthAfrica,Rajkot,18/10/15,no
RGSharma,46,124,78,5,0,58.97,1,vWestIndies,PortofSpain,5/7/2013,no
VKohli,46,106,60,3,0,76.66,1,vSouthAfrica,Melbourne,22/02/15,no
SDhawan,46,67,34,7,1,135.29,2,vBangladesh,Birmingham,15/06/17,no
MSDhoni,45,98,52,5,2,86.53,2,vSriLanka,PortofSpain,11/7/2013,no
MSDhoni,45,96,56,3,1,80.35,2,vWestIndies,Perth,6/3/2015,no
MSDhoni,45,0,68,1,0,66.17,2,vSriLanka,Pallekele,24/08/17,no
AMRahane,45,71,56,6,1,80.35,2,vEngland,Nottingham,30/08/14,no
SDhawan,45,57,41,6,1,109.75,2,vAustralia,Sydney,26/03/15,no
AMRahane,45,79,53,4,0,84.9,1,vSouthAfrica,Chennai,22/10/15,no
VKohli,45,64,51,2,1,88.23,2,vNewZealand,Ranchi,26/10/16,no
YuvrajSingh,45,82,57,5,1,78.94,2,vEngland,Kolkata,22/01/17,no
VKohli,44,64,42,4,1,104.76,2,vIreland,Hamilton,10/3/2015,no
SKRaina,44,76,55,4,0,80,1,vWestIndies,Kingston,30/06/13,no
STRBinny,44,84,55,3,2,80,1,vEngland,Brisbane,20/01/15,no
AMRahane,44,87,68,2,0,64.7,2,vAustralia,Sydney,26/03/15,no
ATRayudu,44,74,49,3,0,89.79,1,vBangladesh,Dhaka,24/06/15,no
SKRaina,43,116,88,2,0,48.86,1,vPakistan,Chennai,30/12/12,no
VKohli,43,66,34,4,1,126.47,1,vEngland,Birmingham,23/06/13,no
RGSharma,42,62,47,6,0,89.36,2,vAustralia,Pune,13/10/13,no
SKRaina,42,66,42,5,0,100,2,vEngland,Nottingham,30/08/14,no
ATRayudu,41,48,44,7,0,93.18,2,vZimbabwe,Harare,13/06/16,no
SDhawan,41,48,38,6,1,107.89,2,vZimbabwe,Bulawayo,3/8/2013,no
AMRahane,41,70,47,4,0,87.23,1,vEngland,Cardiff,27/08/14,no
ATRayudu,41,71,50,3,0,82,1,vZimbabwe,Harare,12/7/2015,no
RGSharma,41,28,25,2,3,164,2,vAustralia,Canberra,20/01/16,no
KMJadhav,41,47,37,2,2,110.81,2,vNewZealand,Delhi,20/10/16,no
MSDhoni,41,64,59,4,1,69.49,1,vNewZealand,Visakhapatnam,29/10/16,no
HHPandya,40,60,37,3,1,108.1,2,vEngland,Pune,15/01/17,no
KMJadhav,40,0,26,4,1,153.84,1,vWestIndies,NorthSound,30/06/17,no
MSDhoni,40,72,46,2,2,86.95,2,vNewZealand,Napier,19/01/14,no
VKohli,40,67,50,2,1,80,2,vEngland,Nottingham,30/08/14,no
SKRaina,40,71,40,1,2,100,2,vBangladesh,Dhaka,18/06/15,no
KMJadhav,40,0,54,5,0,74.07,1,vAustralia,Chennai,17/09/17,no
KMJadhav,39,52,37,2,1,105.4,1,vNewZealand,Visakhapatnam,29/10/16,no
RAJadeja,39,65,65,1,2,60,1,vEngland,Dharamsala,27/01/13,no
SKRaina,39,56,45,2,1,86.66,2,vAustralia,Pune,13/10/13,no
RGSharma,39,65,38,1,4,102.63,2,vNewZealand,Auckland,25/01/14,no
KKNair,39,112,68,5,0,57.35,2,vZimbabwe,Harare,13/06/16,no
MSDhoni,39,95,65,3,0,60,2,vNewZealand,Delhi,20/10/16,no
YuvrajSingh,39,0,55,4,0,70.9,1,vWestIndies,NorthSound,30/06/17,no
AMRahane,39,0,51,5,0,76.47,2,vWestIndies,Kingston,6/7/2017,no
SDhawan,38,85,65,4,0,58.46,1,vEngland,Perth,30/01/15,no
VKohli,38,71,48,4,0,79.16,2,vZimbabwe,Auckland,14/03/15,no
SKRaina,38,26,21,3,2,180.95,1,vBangladesh,Dhaka,24/06/15,no
ARPatel,38,77,40,3,1,95,2,vNewZealand,Ranchi,26/10/16,no
VKohli,37,86,54,1,1,68.51,1,vEngland,Kochi,15/01/13,no
ATRayudu,37,64,58,3,2,63.79,1,vNewZealand,Hamilton,28/01/14,no
MSDhoni,36,77,55,1,3,65.45,1,vPakistan,Delhi,6/1/2013,no
SKRaina,36,64,50,3,0,72,2,vSouthAfrica,Durban,8/12/2013,no
AMRahane,36,52,42,4,0,85.71,2,vNewZealand,Hamilton,22/01/14,no
HHPandya,36,51,32,3,0,112.5,2,vNewZealand,Delhi,20/10/16,no
MKPandey,36,0,53,2,0,67.92,2,vSriLanka,Colombo(RPS),3/9/2017,no
SDhawan,35,62,32,5,0,109.37,2,vZimbabwe,Harare,28/07/13,no
SDhawan,35,62,37,5,0,94.59,1,vWestIndies,Visakhapatnam,24/11/13,no
SKRaina,35,36,22,6,0,159.09,2,vNewZealand,Hamilton,22/01/14,no
SDhawan,35,51,35,6,1,100,1,vWestIndies,Dharamsala,17/10/14,no
ATRayudu,35,0,46,3,0,76.08,2,vSriLanka,Hyderabad(Deccan),9/11/2014,no
SKRaina,34,55,43,3,0,79.06,2,vWestIndies,Kanpur,27/11/13,no
MSDhoni,34,70,61,1,0,55.73,1,vEngland,Brisbane,20/01/15,no
RGSharma,34,83,48,1,2,70.83,2,vAustralia,Sydney,26/03/15,no
SKRaina,34,57,55,3,0,61.81,1,vBangladesh,Dhaka,21/06/15,no
AMRahane,34,80,49,5,0,69.38,1,vZimbabwe,Harare,10/7/2015,no
MSDhoni,34,64,42,1,1,80.95,2,vAustralia,Sydney,23/01/16,no
RAJadeja,33,35,25,2,2,132,1,vEngland,Birmingham,23/06/13,no
RAJadeja,33,80,36,2,1,91.66,2,vWestIndies,Kochi,8/10/2014,no
VKohli,33,49,41,5,0,80.48,2,vU.A.E.,Perth,28/02/15,no
AMRahane,33,44,28,6,0,117.85,2,vIreland,Hamilton,10/3/2015,no
GGambhir,33,80,53,4,0,62.26,2,vEngland,Ranchi,19/01/13,no
RGSharma,33,77,50,4,0,66,2,vSriLanka,Cardiff,20/06/13,no
SKRaina,33,66,33,4,0,100,2,vSriLanka,Kingston,2/7/2013,no
ATRayudu,33,62,54,2,0,61.11,2,vZimbabwe,Harare,28/07/13,no
AMRahane,33,60,40,1,1,82.5,1,vEngland,Brisbane,20/01/15,no
VKohli,33,51,36,5,0,91.66,2,vWestIndies,Perth,6/3/2015,no
KLRahul,33,66,50,4,0,66,2,vZimbabwe,Harare,13/06/16,no
AMRahane,33,59,34,4,2,97.05,2,vNewZealand,Dharamsala,16/10/16,no
VKohli,32,0,47,1,0,68.08,1,vWestIndies,PortofSpain,23/06/17,no
BKumar,32,0,30,5,0,106.66,1,vAustralia,Chennai,17/09/17,no
MSDhoni,32,54,25,0,4,128,2,vEngland,Rajkot,11/1/2013,no
YuvrajSingh,32,47,37,5,0,86.48,1,vEngland,Kochi,15/01/13,no
SKRaina,32,51,27,1,1,118.51,2,vSriLanka,PortofSpain,11/7/2013,no
SDhawan,32,84,46,3,0,69.56,2,vNewZealand,Napier,19/01/14,no
ATRayudu,32,72,54,3,0,59.25,1,vWestIndies,Delhi,11/10/2014,no
RAJadeja,32,56,42,2,0,76.19,2,vBangladesh,Dhaka,18/06/15,no
RAshwin,31,78,39,2,0,79.48,1,vPakistan,Chennai,30/12/12,no
VSehwag,31,70,43,3,0,72.09,2,vPakistan,Kolkata,3/1/2013,no
SKRaina,31,81,60,2,1,51.66,1,vPakistan,Delhi,6/1/2013,no
BKumar,31,27,30,5,0,103.33,1,vEngland,Dharamsala,27/01/13,no
VKohli,31,46,41,2,0,75.6,1,vSouthAfrica,Cardiff,6/6/2013,no
SDhawan,31,40,24,2,1,129.16,1,vEngland,Birmingham,23/06/13,no
VKohli,31,62,52,4,0,59.61,1,vSriLanka,PortofSpain,9/7/2013,no
VKohli,31,41,35,5,0,88.57,2,vSouthAfrica,Johannesburg,5/12/2013,no
SKRaina,31,59,39,3,0,79.48,2,vNewZealand,Auckland,25/01/14,no
SDhawan,31,54,44,4,1,70.45,2,vEngland,Leeds,5/9/2014,no
AMRahane,31,0,47,5,0,65.95,2,vSriLanka,Hyderabad(Deccan),9/11/2014,no
RVUthappa,31,68,44,3,0,70.45,1,vZimbabwe,Harare,14/07/15,no
MSDhoni,31,54,30,1,0,103.33,2,vSouthAfrica,Kanpur,11/10/2015,no
YuvrajSingh,30,31,21,6,0,142.85,2,vEngland,Ranchi,19/01/13,no
MVijay,30,58,46,2,0,65.21,2,vSriLanka,Kingston,2/7/2013,no
SDhawan,30,74,50,3,0,60,1,vBangladesh,Melbourne,19/03/15,no
SDhawan,30,74,38,3,0,78.94,2,vBangladesh,Dhaka,18/06/15,no
RAJadeja,29,36,30,6,0,96.66,2,vSouthAfrica,Johannesburg,5/12/2013,no
MSDhoni,29,63,42,1,1,69.04,2,vEngland,Leeds,5/9/2014,no
RGSharma,29,34,29,2,1,100,1,vBangladesh,Dhaka,24/06/15,no
SKRaina,28,30,18,3,0,155.55,2,vZimbabwe,Harare,28/07/13,no
AMRahane,28,61,50,2,0,56,1,vAustralia,Sydney,26/01/15,no
MKPandey,28,55,34,3,0,82.35,2,vNewZealand,Mohali,23/10/16,no
RAshwin,28,55,35,3,0,80,1,vAustralia,Mohali,19/10/13,no
SKRaina,28,40,30,2,0,93.33,1,vAustralia,Bengaluru,2/11/2013,no
YuvrajSingh,28,55,49,3,1,57.14,1,vWestIndies,Visakhapatnam,24/11/13,no
SDhawan,28,46,25,4,1,112,2,vNewZealand,Auckland,25/01/14,no
